english,german,similarity
"Based on the share price, 2007 was a disappointing year for you, the investors.","Gemessen am Aktienkurs, war 2007 für Sie, die Investoren, ein enttäuschendes Jahr.",0.852257490158081
"It must be remembered, however, that the 4.4% loss in value occurred in an environment in which the Euro- pean insurance index lost 10.0% and the European banking index fell 8.9%.","Allerdings muss gesehen werden, dass der Wertverlust von 4,4 Prozent in einem Umfeld stattfand, in dem der europäische Versicherungsindex um 10,0 Prozent und der europäische Bankenindex um 8,9 Prozent verlor.",0.9469491839408875
"Our focus and discipline in implementing this plan has paid off, systematically improving our global competitive position.","Es hat sich ausgezahlt, dass wir konzentriert und diszipliniert an der Umsetzung dieses Plans festhielten und konsequent unsere Posi- tion im globalen Wettbewerb verbessert haben.",0.8567847609519958
"Where do we stand now, after some five years?","Wo stehen wir heute, nach rund fünf Jahren?",0.9143123626708984
Our Group companies work together more closely than ever before to create the solutions that are best from a global viewpoint available throughout the value chain.,"Unsere Gruppengesellschaften arbeiten enger zusammen als je zuvor, um in allen Teilen der Wertschöpfungs- kette die global besten Lösungen verfügbar zu machen.",0.8531724214553833
"From 2002 to 2007 we selectively invested around € 3 billion in developing growth markets such as India, China and Russia.","Selektiv investierten wir 2002 bis 2007 rund 3 Milliarden Euro in den Geschäftsausbau in Wachstums- märkten wie Indien, China und Russland.",0.9428899884223938
We are now more successful than any other European financial services provider in the markets of Central and Eastern Europe as well as Asia-Pacific.,Heute bearbeiten wir erfolgreicher als jeder andere europäische Finanzdienst- leister die Märkte Mittel- und Osteuropa sowie Asien-Pazifik.,0.8647685647010803
In Italy and France we bought out the outstanding minority interests in Allianz RAS and AGF.,In Italien und Frankreich übernahmen wir die ausstehenden Minderheitenanteile an Allianz RAS und AGF.,0.8523390293121338
Allianz AG was converted into a company governed by European law.,Die Allianz AG wurde in eine Gesellschaft europäischen Rechts umgewandelt.,0.9486232399940491
In the midst of these radical changes we increased the number of our customers from some 64 to 80 million between 2002 and 2007.,Inmitten dieser Umwälzungen steigerten wir in den Jahren 2002 bis 2007 die Anzahl unserer direkten Kunden von rund 64 auf 80 Millionen.,0.8661636114120483
By 2011 we want to expand our customer base to around 100 million.,Bis 2011 wollen wir unseren Kundenstamm auf rund 100 Millionen steigern.,0.8835334181785583
There are enough attractive customer segments with very good prospects for growth within these core markets.,Innerhalb dieser Stammmärkte gibt es genügend attraktive Kundensegmente mit sehr guten Wachstumsperspektiven.,0.9037831425666809
Targeting these customer groups is one of our strategic priorities.,Diese Kundengruppen gezielter zu bearbeiten ist eine unserer strategischen Prioritäten.,0.909795343875885
Above all we have full confidence in the sustainable success of our customer focus initiative and the new business model that places market management at the center.,"Vor allem vertrauen wir auf den nachhaltigen Erfolg von Kunden- fokus-Initiative, Marktmanagement und neuem Geschäftsmodell.",0.9163459539413452
Allianz Group Annual Report 2007 Letter to the Shareholder What is next on the agenda?,Geschäftsbericht Allianz Gruppe 2007 Aktionärsbrief Was steht als Nächstes an?,0.8659484386444092
"As this letter is going to press, we are focusing our attention on fulfilling our promises also for the 2008 and 2009 financial years.","Während dieser Brief in Druck geht, arbeiten wir konzentriert daran, unser Versprechen auch für die Geschäftsjahre 2008 und 2009 wahrzumachen.",0.8561807870864868
"As far as our strategy is concerned, the focus for 2008 is definitely on implementation.","Was unsere Strategie betrifft, so liegt der Fokus 2008 eindeutig auf Umsetzung.",0.9151778817176819
"– The various sales formats (including direct sales, banking agencies, specialist representatives and brokers) in all major markets will be adopted to new customer requirements as well as competitive patterns and regulatory changes.","– Der Vertrieb und seine Formate (darunter Direktvertrieb, Bankagenturen, Spezialvertretungen, Maklerbetreuung) werden in allen wichtigen Märkten auf neue Kundenbedürfnisse und Wettbewerbsmuster sowie auf aufsichtsrechtliche Ände- rungen eingestellt.",0.86670982837677
– We are increasing the pace of the customer focus initiative and extending its scope.,– Bei der Kundenfokusinitiative steigern wir Tempo und Reichweite.,0.8602474331855774
Every day is a chance to improve our service and make it more accessible.,"Jeder Tag ist eine Chance, unsere Dienstleistung zu verbessern und zugänglicher zu machen.",0.8847162127494812
Every day we can increase customer satis- faction with our reliable and friendly customer service.,"Jeden Tag können wir die Kunden- zufriedenheit erhöhen, wenn wir unsere Kunden zuverlässig und freundlich bedienen.",0.8840416073799133
There are 366 opportunities in this leap year to implement our vision of becoming the financial services provider enjoying the highest level of trust.,"Das sind 366 Gelegenheiten in diesem Schaltjahr, unsere Vision von einem Finanzdienstleister in die Tat umzusetzen, der das höchste Vertrauen genießt.",0.9254383444786072
"Michael Diekmann, Chairman of the Board of Management During the entire reporting year, the Supervisory Board ob- served the duties incumbent upon it in accordance with the law and the Statutes.","Michael Diekmann Vorsitzender des Vorstands Sehr geehrte Damen und Herren, der Aufsichtsrat hat während des gesamten Berichtsjahrs die ihm nach Gesetz und Satzung obliegenden Aufgaben wahrgenommen.",0.9103939533233643
"In Supervisory Board meetings, on the basis of reporting from the Board of Management, we discussed in detail the development of the business and important decisions and business matters.",Auf der Grundlage der Bericht erstattung des Vorstands erörterten wir in den Auf- sichtsratssitzungen ausführlich die Geschäftsentwicklung sowie für das Unternehmen wichtige Entscheidungen und Vorgänge.,0.9152733087539673
In addition we dealt with the Board of Management’s planning for the 2008 financial year and medium-term planning.,Außerdem befassten wir uns mit der Planung des Vorstands für das Geschäftsjahr 2008 und der mittelfristigen Planung.,0.9533836841583252
Any deviation from plans and objectives in the course of the business were presented to us.,Wir ließen uns Abweichungen des Geschäftsverlaufs von den Plänen und Zielen darlegen.,0.8572013974189758
The Supervisory Board met in total six times during the 2007 financial year.,Im Geschäftsjahr 2007 trat der Aufsichtsrat insgesamt zu sechs Sitzungen zusammen.,0.8668434023857117
The Supervisory Board also met on two further occasions: in January 2007 it held an extraordinary meeting in relation to the offers to acquire the minority interest in AGF and Allianz Lebensver- sicherungs-AG.,Darüber hinaus tagte der Aufsichtsrat zwei weitere Male: Im Januar 2007 trat er zu einer außerordentlichen Sitzung im Zusammenhang mit den Angeboten zum Erwerb der Minderheitenanteile an AGF und der Allianz Lebensversi- cherungs-AG zusammen.,0.8949034214019775
There was also a constitutive meeting fol- lowing fresh election of the Supervisory Board by the 2007 ordinary General Meeting.,Außerdem gab es eine konstituie- rende Sitzung im Anschluss an die Neuwahl des Aufsichts- rats durch die ordentliche Hauptversammlung 2007.,0.9018183946609497
"All the Board of Management reports on the business situa- tion and all the presentations on particular issues were accompanied by written supporting documentation, all of which was sent to each Supervisory Board member prior to the meeting for preparation purposes.","Sämtliche Vorstandsberichte zur Geschäftslage und alle Referate zu besonderen Themen wurden durch schriftliche Präsentationen und Unterlagen begleitet, die jeweils vor der Sitzung zur Vorbereitung an jedes Aufsichtsratsmitglied geschickt wurden.",0.8882802128791809
We paid special attention to issues of strategy for the Allianz Group at the September meeting.,Unsere besondere Aufmerksamkeit widmeten wir in der September-Sitzung Fragen der Strategie der Allianz Gruppe.,0.9233998656272888
"On the basis of a thorough presentation by Mr Michael Diekmann, the Chairman of the Board of Management, we dealt with the strategic direction of the Allianz Group and the different business segments.","Auf der Grundlage eines ausführlichen Referats des Vor- standsvorsitzenden, Herrn Michael Diekmann, befassten wir uns mit der strategischen Ausrichtung der Allianz Gruppe und der verschiedenen Geschäftsbereiche.",0.9012054204940796
"In addition to the regular reporting, at the March 2007 meet- ing we received detailed reports on progress on the reorgani- zation of our German insurance business and progress made in establishing the new operating model.",Zusätzlich zur regelmäßigen Berichterstattung ließen wir uns in der Sitzung im März 2007 im Einzelnen über den Fortgang der Reorganisation des deutschen Versicherungs- geschäfts und die weitere Verwirklichung des neuen Be- triebsmodells berichten.,0.8954456448554993
"Offer to acquire minority interest in AGF and Allianz Lebensversicherungs-AG In January and February 2007, in the course of two extraor- dinary telephone conference calls and one extraordinary meeting of the Standing Committee as well as an extraordi- nary meeting of the Supervisory Board, we dealt with the tender offer to buy out minority interests in French-based Allianz subsidiary Assurances Générales de France (AGF).",Erwerbsangebot auf Minderheitsanteile an AGF und Allianz Lebensversicherungs-AG Im Januar und im Februar 2007 befassten wir uns außer- halb der turnusmäßigen Sitzungen in zwei Telefonkonfe- renzen und einer Sitzung des Ständigen Ausschusses sowie einer außerordentlichen Aufsichtsratssitzung intensiv mit dem Kaufangebot an die Minderheits aktionäre der fran- zösischen Allianz Tochter Assurances Générales de France (AGF).,0.8824145197868347
Both transactions were approvingly noted by the Supervisory Board.,Beide Transaktionen wur- den vom Aufsichtsrat zustimmend zur Kenntnis genommen.,0.8746346235275269
The Standing Committee granted consent to the public offer to acquire 100 % of AGF.,Der Ständige Ausschuss erteilte dem öffentlichen Angebot zum Erwerb von 100 Prozent an der AGF seine Zustimmung.,0.9304301142692566
"While the goal of acquiring the full minority interest in Allianz Lebensversicherungs-AG was not yet achieved in the reporting year 2007, the acquisition of all AGF shares through the offer and the subsequent squeeze- out was successfully completed in July 2007.","Während das Ziel, die Minder- heitsanteile an der Allianz Lebensversicherungs-AG voll- ständig zu erwerben, im Geschäftsjahr 2007 noch nicht erreicht wurde, konnte der Erwerb von 100 Prozent der AGF- Aktien durch das Erwerbsangebot und den anschließenden Squeeze-out im Juli 2007 erfolgreich abgeschlossen werden.",0.8540403842926025
This was then discussed within the Supervisory Board.,Anschließend wurde hierüber im Aufsichtsrat diskutiert.,0.9180639982223511
"At the meetings in March and May, the integration of Allianz’s Italian operations through combination of our Italian insur- ance companies Riunione Adriatica di Sicurtà (RAS), Allianz Subalpina and Lloyd Adriatico into Allianz S.p.A. was ex- plained to us.","In den Sitzungen im März und im Mai ließen wir uns die Integration der Allianz Aktivitäten auf dem italienischen Markt durch Zusammenführung un- serer italienischen Versicherungs gesellschaften Riunione Adriatica di Sicurtà (RAS), Allianz Subalpina und Lloyd Adriatico in der Allianz S.p.A. erläutern.",0.909789502620697
"We also followed the structural changes at Allianz of America as reported by the Board of Management at the March meeting of the financial year, as well as the closer coordination of Allianz Life and Fireman’s Fund Insurance Company under the umbrella of Allianz of Ameri- ca.",Außerdem verfolgten wir aufgrund der Berichterstattung des Vorstands in der März-Sitzung des Geschäftsjahrs die strukturellen Verände- rungen bei der Allianz of America sowie die engere Koor- dinierung von Allianz Life und Fireman‘s Fund Insurance Company unter dem Dach der Allianz of America.,0.8725462555885315
In the March 2008 meeting the Supervisory Board dealt with Com- pliance topics on the basis of a presentation of the Board of Management.,In der Sitzung im März 2008 befasste der Aufsichtsrat sich auf der Grundlage eines Referats des Vorstands mit Compliance-Themen.,0.9301438331604004
"On the basis of the written and verbal explanations provided by the Board of Management, the Supervisory Board granted the required approval to both agreements.",Auf der Grundlage der schriftlichen und der mündlichen Erläuterungen des Vorstands hat der Aufsichts- rat beiden Verträgen die erforderliche Zustimmung erteilt.,0.9127787351608276
The Audit Committee held five meetings and one telephone conference call in financial year 2007.,Der Prüfungsausschuss hielt im Geschäftsjahr 2007 fünf Sitzungen und eine Telefonkonferenz ab.,0.9102766513824463
"The meetings were held in February, March, May, August and November, while the telephone conference call took place in June 2007.","Die Sitzungen fanden im Februar, im März, im Mai, im August und im November, die Telefonkonferenz im Juni 2007 statt.",0.9752834439277649
The Risk Committee held two meetings in 2007.,Der Risikoausschuss hielt im Jahr 2007 zwei Sitzungen ab.,0.9599181413650513
"The September session dealt with the Allianz risk strategy as well as the risks and effects of the disruption to financial markets triggered by the U.S. real estate and mortgage market crisis, which we examined through detailed written and verbal information from the Board of Management.","Gegenstand der September-Sitzung waren die Risikostrategie der Allianz sowie Risiken und Auswir- kungen der von der US-amerikanischen Immobilien- und Hypothekenmarktkrise ausgelösten Finanzmarktstörung, die wir anhand ausführlicher schriftlicher und mündlicher Informationen des Vorstands prüften.",0.8976233601570129
The Nomination Committee comprises the Supervisory Board chairman and two other shareholder representatives elected by the shareholder side.,"Der Nominierungsausschuss setzt sich aus dem Aufsichtsratsvorsitzenden und zwei weiteren, von der Anteils eignerseite zu wählenden Anteils- eignervertretern zusammen.",0.85068279504776
"The Supervisory Board has appointed KPMG Deutsche Treuhand-Gesellschaft AG Wirtschaftsprüfungsgesellschaft, Munich, as statutory auditor for the annual company and consolidated financial statements as well as for the review of the half year financial report.","Zum Ab- schlussprüfer für den Jahres- und Konzernabschluss sowie für die prüferische Durchsicht des Halbjahresfinanzberichts hat der Aufsichtsrat die KPMG Deutsche Treuhand-Gesell- schaft AG Wirtschaftsprüfungsgesellschaft, München be- stellt.",0.908794641494751
"The consolidated financial statements were prepared in accordance with international accounting stan- dards, in particular the International Accounting Standards (IAS) and the International Financial Reporting Standards (IFRS).","Der Konzernab schluss wurde nach den internationa- len Rechnungslegungsstandards, insbesondere den Inter- national Accounting Standards (IAS) sowie den International Financial Reporting Standards (IFRS), aufgestellt.",0.8845174312591553
"The shareholder represen- tatives on the Allianz SE Supervisory Board are Professor Dr. Renate Köcher, Dr. Wulf H. Bernotat, Dr. Gerhard Cromme, Dr. Franz B. Humer, Mr. Igor Landau and Dr. Henning Schulte- Noelle.","Anteilseignervertreter im Aufsichtsrat der Allianz SE sind Frau Prof. Dr. Renate Köcher und die Herren Dr. Wulf H. Bernotat, Dr. Gerhard Cromme, Dr. Franz B. Humer, Igor Landau und Dr. Henning Schulte-Noelle.",0.890399694442749
The Supervisory Board elected as deputy chairpersons Dr. Gerhard Cromme upon proposal of the shareholder representatives and Ms. Claudia Eggert- Lehmann upon proposal of the employee representatives.,Zu stellvertretenden Vorsitzenden des Aufsichtsrats wurden Herr Dr. Gerhard Cromme auf Vorschlag der Anteilseigner- vertreter und Frau Claudia Eggert-Lehmann auf Vorschlag der Arbeitnehmervertreter gewählt.,0.9150900840759277
Mr. Jan R. Carendi resigned from the Board of Management on expiry of his term of office at year-end 2007.,Herr Jan R. Carendi schied mit Ablauf seiner Mandatszeit Ende 2007 aus dem Vorstand aus.,0.8860529661178589
The Super- visory Board thanked Mr. Carendi for his successful work for the Allianz Group.,Der Aufsichtsrat hat Herrn Carendi für seine erfolgreiche Arbeit für die Allianz Gruppe gedankt.,0.9143385887145996
"In the context of these changes, the Board of Management has also changed as- signments such that Dr. Gerhard Rupprecht is additionally given responsibility for Switzerland and Austria; Mr. Enrico Cucchiani is in future additionally responsible for the insur- ance market in South America; Dr. Werner Zedelius’ area of responsibility is extended to include the Middle East and North Africa; and Mr. Clement B. Booth takes responsibility for the NAFTA markets, in addition to his current responsi- bilities.","Im Zusammenhang mit diesen Änderungen hat der Vorstand zudem die Geschäftsverteilung dahin geändert, dass Herr Dr. Gerhard Rupprecht die Zuständigkeit für die Schweiz und Österreich dazuerhält, Herr Enrico Cucchiani künftig zusätzlich den Versicherungsmarkt Südamerika verantwortet, der Bereich von Herrn Dr. Werner Zedelius um den Mittleren Osten und Nordafrika erweitert wird und Herr Clement B. Booth über seine bisherigen Aufgaben hinaus auch die Verantwortung für die NAFTA-Märkte wahr- nimmt.",0.8639916181564331
The Global Life project was assigned to Mr. Jean- Philippe Thierry and the Customer Focus initiative was placed with Dr. Zedelius.,Außerdem wurden das Projekt Global Life bei Herrn Jean-Philippe Thierry und die Customer-Focus-Initiative bei Herrn Dr. Zedelius angesiedelt.,0.9341883659362793
"For this reason it is important that the existing Corporate Governance structures are constantly reviewed and developed further, whenever necessary.","Deshalb ist es wichtig, dass die bestehenden Corporate-Governance-Strukturen ständig überprüft und soweit nötig fortentwickelt werden.",0.8713225722312927
"Over the past 15 months the Supervisory Board, with a new composition of only 12 members, has been gaining experience under the new conditions.","Seit 15 Monaten hat der neu zusammengesetzte, nunmehr aus nur 12 Mitgliedern bestehende Aufsichtsrat Erfahrungen mit den veränderten Rahmenbedingungen gesammelt.",0.8823902606964111
"However, the chairman of the Board of Management cannot impose any decision against the majority vote on the Board of Management.",Umgekehrt kann der Vorstandsvor- sitzende jedoch keine Entscheidung gegen das Mehrheits- votum im Vorstand durchsetzen.,0.8745782971382141
The Board of Management manages Allianz SE and Allianz Group.,Der Vorstand leitet die Allianz SE und den Allianz Konzern.,0.8860417604446411
"It currently comprises 11 members from different countries, making it as international as Allianz itself.","Er umfasst zurzeit 11 Mitglieder aus unterschiedlichen Län- dern, ist also international wie die Allianz selbst.",0.8806620836257935
A part of the Supervisory Board’s activities is delegated to the following committees of the Supervisory Board.,Ein Teil der Aufsichtsratstätigkeit wird durch folgende Aus- schüsse des Aufsichtsrats wahrgenommen.,0.9351579546928406
"In particular the chairman of the Supervi- sory Board, Dr. Schulte-Noelle, is neither the chairman nor a member of the Audit Committee.",Insbesondere ist der Aufsichtsratsvorsitzende Dr. Schulte-Noelle nicht Vorsitzen- der und auch nicht Mitglied des Prüfungsausschusses.,0.8883093595504761
"In accordance with the Agreement Concerning the Participa- tion of Employees in Allianz SE, the seats for the 6 employee representatives are arranged in proportion to the number of Allianz employees in the EU member states.",Nach der Vereinbarung über die Beteiligung der Arbeitneh- mer in der Allianz SE sind die sechs Sitze der Arbeitnehmer- vertreter nach dem Verhältnis der Anzahl der Allianz Arbeit- nehmer in den EU-Mitgliedstaaten zu verteilen.,0.8651871085166931
"The Supervisory Board currently in office, which was elected at the 2007 Gen- eral Meeting, consists of 4 employee representatives from Germany and one each from France and the United King- dom.","Dem derzeit amtierenden Aufsichtsrat, der in der Hauptversammlung 2007 gewählt wurde, gehören vier Arbeitnehmervertreter aus Deutschland und je ein Arbeitnehmervertreter aus Frankreich und Großbritannien an.",0.8571851849555969
"It prepares the appointment of members of the Board of Management, takes decisions concerning their contracts with the Company including their remuneration and is involved in long-term succession planning for the Board of Management.","Er bereitet die Bestellung von Vorstandsmitgliedern vor, entscheidet über die vertrag- lichen Angelegenheiten einschließlich der Vergütung des Vorstands und ist in die langfristige Nachfolgeplanung für den Vorstand eingebunden.",0.8542233109474182
Shareholders exercise their rights in General Meetings.,In der Hauptversammlung üben die Aktionäre ihre Rechte aus.,0.8697524070739746
We con- stantly promote the use of e-mail and Internet services.,Die Nutzung von E-Mail und Internetservices wird von uns nachhaltig gefördert.,0.8691744804382324
Members of the Supervisory Board are elected in General Meetings.,Die Hauptversammlung wählt die Mitglieder des Aufsichtsrats.,0.9266573190689087
"Accounting policies and audit of financial state- ments Allianz Group accounts comply with international accout- ing standards, in particular the International Accounting Standards (IAS) and the International Financial Reporting Standards (IFRS) as published by the IASB.","Der Konzernab schluss wurde nach den internationa- len Rechnungslegungsstandards, insbesondere den Inter- national Accounting Standards (IAS) sowie den International Financial Reporting Standards (IFRS), aufgestellt.",0.8673248291015625
"In November 2007 the SEC issued amendments to the regula- tions, according to which financial statements of foreign issuers in the United States are recognised without a recon- ciliation statement for U.S.-GAAP, provided such financial statements are prepared in compliance with IFRS as pub- lished by the IASB.","Im November 2007 hat die SEC Regeländerungen erlassen, laut Geschäftsbericht Allianz Gruppe 2007 Corporate Governance und Vergütungsbericht denen Abschlüsse ausländischer Emittenten in den USA ohne Überleitungsrechnung auf US-GAAP anerkannt wer- den, sofern diese Abschlüsse nach IFRS in der vom IASB veröffentlichten Fassung aufgestellt werden.",0.8574426174163818
Further developments in Corporate Governance The Government Commission on the Corporate Governance Code made several amendments to the Code in June 2007.,Weitere Entwicklung der Corporate-Governance- Regeln Die Regierungskommission Deutscher Corporate Gover- nance Kodex hat im Juni 2007 verschiedene Änderungen des Kodex beschlossen.,0.8940993547439575
This committee supports the Supervisory Board in selecting suitable candidates as shareholder representatives for proposal to the General Meeting.,Dieser Ausschuss unterstützt den Aufsichtsrat bei der Aus- wahl geeigneter Kandidaten der Anteilseignervertreter für die Wahlvorschläge an die Hauptversammlung.,0.8743979334831238
"In addition, the planned risk limitation law (Law on Limit- ing Risks arising from Financial Investments) will involve new aspects to Corporate Governance.",Neuerungen im Bereich der Corporate Governance wird darüber hinaus das geplante Risikobegrenzungsgesetz (Gesetz zur Begrenzung der mit Finanzinvestitionen ver- bundenen Risiken) mit sich bringen.,0.9206434488296509
"Further changes are expected on implementation of the EU Directive on Shareholders Rights, which must be introduced into German law by August 2009.","Weitere Änderungen sind durch die Umsetzung der EU- Aktionärsrechterichtlinie zu erwarten, die im Wesentlichen bis August 2009 durch den deutschen Gesetzgeber zu erfol- gen hat.",0.8690152764320374
"At 2007 year end, the DAX-30 companies met an average of 97 % of all recommendations whereas in the M-DAX around 92 % and in the S-DAX about 86 % of the rec- ommendations had been followed by the companies.","Zum Jahresende 2007 haben die DAX-30- Gesellschaften durchschnittlich 97 Prozent aller Empfeh- lungen verwirklicht, während im M-DAX etwa 92 Prozent und im S-DAX rund 86 Prozent der Empfehlungen von den Unternehmen befolgt wurden.",0.921533465385437
"On December 20, 2007, the Board of Management and the Supervisory Board issued the Declaration of Compliance of Allianz SE on the German Corporate Governance Code in accordance with § 161 of the German Stock Corporation Act as follows: “Declaration by the Board of Management and the Supervi- sory Board of Allianz SE on the recommendations of the Government Commission on the German Corporate Gover- nance Code in accordance with § 161 of the German Stock Corporation Act (AktG) 1.",Dezember 2007 die Entsprechenserklärung der Allianz SE zum Deutschen Corporate Governance Kodex gemäß § 161 Aktiengesetz wie folgt abgegeben: „Erklärung des Vorstands und des Aufsichtsrats der Allianz SE zu den Empfehlungen der ‚Regierungskommission Deutscher Corporate Governance Kodex‘ gemäß § 161 Aktiengesetz 1.,0.8582574129104614
2.,2.,0.9999998807907104
Our two listed Group companies Allianz Lebensversiche- rungs-AG and Oldenburgische Landesbank AG issued their own declarations of compliance in December 2007.,Unsere beiden börsennotierten Gruppengesellschaften Allianz Lebensversicherungs-AG und Oldenburgische Lan- desbank AG haben im Dezember 2007 eigene Entsprechens- erklärungen abgegeben.,0.9203691482543945
Oldenburgische Landes- bank AG complies with all recommendations except the recommendation of a deductible on its Directors&Officers insurance.,Die Oldenburgische Landesbank AG ent- spricht mit Ausnahme eines Selbstbehalts in der Directors &Officers-Versicherung sämtlichen Empfehlungen.,0.9073998928070068
"As in the previous year, we will disclose the results of auditing our compliance with section 404 of the Sarbanes-Oxley Act in our U.S. annual report on Form 20-F.",In unserem US- Geschäftsbericht auf Form 20-F werden wir wie im Vorjahr wieder die Prüfungsergebnisse bezüglich der Erfüllung von Section 404 des Sarbanes-Oxley Act offenlegen.,0.9232880473136902
"The Allianz SE Supervisory Board has determined that Dr. Wulf Bernotat, Dr. Gerhard Cromme, Dr. Franz B. Humer and Mr. Igor Landau fulfil the requirements laid down by U.S. legislation to be an “Audit Committee Financial Expert”.","Der Aufsichtsrat der Allianz SE hat festgestellt, dass die Herren Dr. Wulf H. Bernotat, Dr. Gerhard Cromme, Dr. Franz B. Humer und Igor Landau die Anforderungen erfüllen, die nach dem US-Recht an den „Audit Committee Financial Expert“ gestellt werden.",0.9233831167221069
"In compliance with provisions contained in the Sarbanes- Oxley Act, Allianz SE has drawn up, in addition to the Code of Conduct applying to all employees, a special “Code of Ethics” that applies to the members of the Board of Management and to senior employees in certain divisions, mainly in finance.","In Erfüllung der Vorschriften des Sarbanes-Oxley Act hat die Allianz SE über den für alle Mitarbeiter geltenden Code of Conduct hinaus einen speziellen „Code of Ethics“ verab- schiedet, der sich an die Mitglieder des Vorstands und lei- tende Mitarbeiter bestimmter Ressorts, überwiegend im Finanzbereich, richtet.",0.9303410053253174
"At management level in Allianz SE and in the larger Group companies, we have established Disclosure Committees.",Auf der Managementebene der Allianz SE und wesentlicher Konzerngesellschaften haben wir Disclosure Committees eingerichtet.,0.9271435737609863
"In this way the Disclosure Committee assists the Board of Management and particularly the Chair- man of the Board of Management and the Chief Financial Officer in providing their certifications of the financial state- ments to the SEC, as laid down in the Sarbanes-Oxley Act.","Damit unterstützt das Disclosure Committee den Vorstand in der Finanzberichterstattung und speziell den Vorstandsvorsit- zenden und den Chief Financial Officer bei der Zertifizie- rung der Abschlüsse gegenüber der SEC, die der Sarbanes- Oxley Act fordert.",0.8790667057037354
