english,german,similarity
In the financial year 2019 the Supervisory Board held six meetings and adopted one written resolution.,Im Geschäftsjahr 2019 hielt der Aufsichtsrat sechs Sitzungen ab und fasste einen Beschluss im schriftlichen Ver- fahren.,0.8797736167907715
"The regular meetings took place in February, March, May, June, September, and December.","Die regulären Sitzungen fanden im Februar, März, Mai, Juni, September und Dezember statt.",0.9547326564788818
"The Board of Management informed the Supervisory Board on the course of business as well as on the development of Allianz SE and the Allianz Group, including deviations in actual business developments from the planning.","Der Vorstand in- formierte über den Gang der Geschäfte sowie die Entwicklung der Allianz SE und des Allianz Konzerns, einschließ- lich der Abweichungen des tatsächlichen Geschäftsverlaufs von der Planung.",0.8794754147529602
"Other focal points of reporting were strategic topics such as the new Allianz strategy “Simplicity Wins” with its three pillars “Outperform”, “Transform” and “Rebalance”, the risk strategy, the Allianz Customer Model (ACM), the launch of the European direct insurer Allianz Direct and the business strategy in China.","Weitere Schwerpunkte der Berichterstattung waren strategische Themen, wie die neue Allianz Strategie „Simpli- city Wins“ mit den drei Säulen „Outperform“, „Transform“ und „Rebalance“, die Risikostrategie, das Allianz Custo- mer Model (ACM), der Start des europäischen Direktversicherers Allianz Direct sowie der China-Strategie.",0.917758047580719
"In addition, the Supervisory Board was extensively involved in the Board of Management’s planning for both the fiscal year 2020 and the three-year period from 2020 to 2022.",Zudem befasste sich der Aufsichtsrat ausführlich mit der Planung des Vorstands für das Geschäftsjahr 2020 und der Drei- Jahres-Planung 2020 bis 2022.,0.9218787550926208
"Furthermore, the Supervisory Board dealt extensively with personnel matters relating to the Board of Management, the requirements of the new German Corporate Governance Code announced for 2020, and the Act Implementing the Second Shareholders’ Rights Directive (ARUG II).","Daneben beschäftigte sich der Aufsichtsrat umfas- send mit Vorstandspersonalia, den Anforderungen des für 2020 angekündigten neuen Deutschen Corporate Governance Kodex sowie dem Gesetz zur Umsetzung der zweiten Aktionärsrechterichtlinie (ARUG II).",0.8568633198738098
"Members of the Supervisory Board who were unable to attend meetings of the Supervisory Board or its committees were excused and, as a rule, cast their votes in writing.","Soweit Mitglieder des Aufsichtsrats nicht an Sitzungen des Aufsichtsrats oder seiner Ausschüsse teilnehmen konnten, waren diese entschuldigt und haben ihre Stimme in der Regel schriftlich abgegeben.",0.8780350089073181
"The appointed audit firm, PricewaterhouseCoopers GmbH Wirtschaftsprüfungsgesellschaft (PwC), Munich, reported in detail on the preliminary results of their audit.","Die beauftragte Pricewaterhouse- Coopers GmbH Wirtschaftsprüfungsgesellschaft (PwC), München, berichtete ausführlich über das vorläufige Er- gebnis der Abschlussprüfung.",0.8937410116195679
"In addition, various special topics were discussed, such as the status of the implementation of the EU Data Protection Directive, the harmonization of the IT infrastructure in Allianz Group, the life insurance business in Asia, ongoing M&A activities, and the Board of Annual Report 2019 − Allianz Group Management’s deliberations on a potential new share buyback program.","Daneben wurden verschiedene Sonderthemen wie der Status der Umsetzung der EU-Datenschutzrichtlinie, die Harmonisierung der IT-Infrastruktur im Allianz Konzern, das Lebensversicherungsgeschäft in Asien, laufende Geschäftsbericht 2019 − Allianz Konzern M&A-Aktivitäten sowie die Überlegungen des Vorstands zu einem möglichen neuen Aktienrückkaufprogramm erörtert.",0.8961439728736877
The Supervisory Board also received reports on Allianz’s global strategy in the health insurance business and the new Allianz Digital Health unit.,Ferner ließ sich der Aufsichtsrat über die globale Strategie der Allianz im Krankenversicherungsge- schäft und die neue Einheit Allianz Digital Health berichten.,0.9267259240150452
"At the meeting on 27 June 2019, the Board of Management first reported in detail on the course of business in fiscal year 2019 to date and provided an outlook on the expected half-year results.",Juni 2019 berichtete der Vorstand zunächst ausführlich über den bisherigen Geschäftsver- lauf des Geschäftsjahres 2019 und gab einen Ausblick auf die erwarteten Halbjahresergebnisse.,0.8617021441459656
"In addition, the Board of Management reported on various M&A activities, such as the sale of the stake in the Spanish joint venture “Allianz Popular” and the acquisition of the property insurance business of Legal & General in the UK, and gave an overview of Allianz’s role in ESG issues.","Ferner berichtete der Vorstand zu verschiedenen M&A-Aktivitäten, wie dem Verkauf der Beteiligung an dem spanischen Joint-Ven- ture „Allianz Popular“, dem Erwerb des Sachversicherungsgeschäfts der englischen Legal & General, und gab ei- nen Überblick über die Rolle der Allianz bei ESG-Themen.",0.918064296245575
"The Board of Management then presented the new Allianz strategy “Simplicity Wins” with its three pillars “Outperform”, “Transform” and “Rebalance”, and set out an overview of the next steps required for growth and value creation.","Anschließend präsentierte der Vorstand die neue Allianz Strategie „Simplicity Wins“ mit den drei Säulen „Outperform“, „Transform“ und „Rebalance“ und gab dabei einen Überblick über die erforderlichen nächsten Schritte für Wachstum und Wertschöpfung.",0.9443674087524414
"The Supervisory Board also dealt in detail with current market trends in China, in particular recent regulatory developments and the successful acquisition of a holding license as the first foreign insurance company to do so.","Eingehend beschäftigte sich der Aufsichtsrat ferner mit aktuellen Markttrends in China, insbesondere jüngsten regulatorischen Entwick- lungen und dem erfolgreichen Erwerb einer Holding-Lizenz als erstes ausländisches Versicherungsunternehmen.",0.8934520483016968
The Board of Management also reported on the offer of IT solutions for external insurance companies.,Des Weiteren berichtete der Vorstand über das Angebot von IT-Lösungen für externe Versicherungsgesellschaf- ten.,0.9067862033843994
"In addition, the Board of Management provided its regular status report on the issue of cyber risk security.",Zudem erstattete der Vorstand den turnusmäßigen Statusbericht zum Thema Cyber Risk Security.,0.8699119091033936
"In particular, the strategic direction and transformation issues for the “Transformation” pillar were discussed: the Allianz Customer Model (ACM), the European direct insurer Allianz Direct and the orientation of Allianz Partners.","Hierbei wurden insbesondere für die Säule „Transform“ die strategischen Weichenstellungen und die Transformationsthemen Allianz Customer Model (ACM), der euro- päische Direktversicherer Allianz Direct und die Ausrichtung von Allianz Partners erörtert.",0.9258541464805603
"With regard to the “Rebalance” pillar, the Board of Management presented and subsequently discussed the China strategy in detail.",Hinsichtlich der Säule „Rebalance“ wurde eingehend die China-Strategie vom Vorstand dargelegt und anschließend erörtert.,0.87045818567276
"In addition, the Supervisory Board dealt with corporate governance issues, the self-evaluation of the Supervisory Board required by supervisory law, and the Supervisory Board’s development plan based on this.","Ferner beschäftigte sich der Aufsichtsrat mit Corporate-Governance-Themen, der aufsichtsrechtlich geforderten Selbstevaluation des Aufsichtsrats und dem darauf aufbauenden Entwicklungsplan des Aufsichts- rats.",0.9061939716339111
"At the meeting on 12 December 2019, the Board of Management first provided information about the third- quarter results, the further course of business, and the situation of Allianz Group.","Dezember 2019 informierte der Vorstand zunächst über die Ergebnisse des dritten Quartals, den weiteren Geschäftsverlauf sowie die Lage des Allianz Konzerns.",0.8613216876983643
"Furthermore, the Supervisory Board discussed the planning for fiscal year 2020 and the three-year plan for 2020 to 2022.",Ferner behandelte der Aufsichtsrat die Planung für das Geschäftsjahr 2020 und die Drei-Jahres-Planung 2020 bis 2022.,0.9451249241828918
"With the risk strategy and the considerations on the strategic development of the Asset Management segment, the Board of Management presented the follow-up on outstanding issues regarding the new Allianz strategy.",Mit der Risikostrategie und den Überlegungen zur strategischen Entwicklung des Segments Asset Management präsentierte der Vorstand die noch offenen Themen zur neuen Allianz Strategie.,0.8968816995620728
"In addition, the Board of Management provided a status report on the issue of cyber risk security.",Zudem erstattete der Vorstand den turnusmäßigen Statusbericht zum Thema Cyber Risk Security.,0.9135583639144897
"Furthermore, the Supervisory Board set targets for the variable remuneration of members of the Board of Management for 2020 and debated succession planning with regard to the Board of Management.",Außerdem setzte der Aufsichtsrat die Ziele für die variable Vergütung der Vorstandsmitglieder für 2020 fest und befasste sich mit der Vorstands- nachfolgeplanung.,0.909818708896637
The members of the Supervisory Board discussed the introductions of the potential candidates with the Board of Management that took place on two evenings.,"Die Mitglieder des Aufsichtsrats besprachen sich auch mit dem Vorstand zu den Vorstellungen der Potenzialkandidaten, die an zwei Abenden stattfanden.",0.8545227646827698
"Finally, the results of this year’s efficiency review of the Supervisory Board’s activities were discussed and appropriate measures for improvement were decided and subsequently implemented.",Schließlich wurden die Ergebnisse der diesjährigen Effizienzprüfung der Aufsichtsratstätigkeit erörtert und entsprechende Maßnahmen zur Verbesserung beschlossen und im Anschluss implementiert.,0.9167342782020569
"After previous discussion, a new version of the objectives for the composition of the Supervisory Board was adopted by written procedure in December 2019.","Nach vorheriger Diskussion wurde im schriftlichen Verfahren im Dezember 2019 eine Neufassung der Ziele für die Zusammensetzung des Aufsichtsrats beschlossen, die zum 1.",0.8585099577903748
This new version came into effect as of 1 January 2020 and takes into account the requirements of the new German Corporate Governance Code expected for 2020.,Januar 2020 wirksam wurde und die Vorgaben des für 2020 erwarteten neuen Deutschen Corporate Governance Kodex berücksichtigt.,0.8628518581390381
The Committee dealt in detail with the succession to the Board of Management for Dr. Helga Jung and the extensions to the terms of Ms. Jaqueline Hunt and Dr. Günther Thallinger.,Dabei beschäftigte sich der Ausschuss eingehend mit der Nachfolge im Vorstand für Frau Dr. Helga Jung und den Mandatsverlängerungen von Frau Jaqueline Hunt und Herrn Dr. Günther Thallinger.,0.8578181266784668
The Audit Committee held five regular meetings in 2019.,Der Prüfungsausschuss hielt 2019 fünf Sitzungen ab.,0.8604435920715332
"In addition, the Audit Committee discussed the internal audit plan for 2020, current developments in data protection, and the forthcoming amendments to the IFRS 9 and 17 accounting standards.","Zudem befasste sich der Prü- fungsausschuss mit dem Prüfungsplan der internen Revision für 2020, den aktuellen Entwicklungen im Daten- schutz sowie den anstehenden Änderungen der Rechnungslegungsstandards IFRS 9 und 17.",0.9406729340553284
Annual Report 2019 − Allianz Group The Risk Committee held two meetings in 2019.,Geschäftsbericht 2019 − Allianz Konzern Der Risikoausschuss hielt im Jahr 2019 zwei Sitzungen ab.,0.9454578161239624
"In both meetings, the committee discussed the current risk situation of the Allianz Group and Allianz SE with the Board of Management.",In beiden Sitzungen beriet der Ausschuss mit dem Vor- stand die aktuelle Risikosituation des Allianz Konzerns und der Allianz SE.,0.8621760606765747
"The committee took a detailed look at the risk strategy, including risk appetite and capital management, as well as the effectiveness of the risk management system for the Allianz Group and Allianz SE.","Der Ausschuss befasste sich eingehend mit der Risikostrategie und -neigung, dem Kapitalmanagement sowie der Wirksamkeit des Risikomanagementsystems für den Allianz Konzern und die Allianz SE.",0.8945878744125366
"Other matters considered included the report on Allianz’s own risk and solvency assessment (ORSA), and the changes to the internal Solvency II model.",Weitere Beratungsgegenstände bildeten der Bericht über die unternehmenseigene Risiko- und Solvabilitätsbeurteilung (ORSA) sowie Änderungen am internen Solvency-II-Modell.,0.8951560854911804
"Besides political risks like the Brexit and the trade conflict between China and the United States, topics such as Reinsurance, industrial insurance and money laundering were dealt with.","Neben politischen Risiken wie dem Brexit und dem Handelskonflikt zwischen China und den USA wurden auch die Themen Rückversicherung, Industrieversicherung sowie Geldwäscheprävention behandelt.",0.9270383715629578
The Technology Committee had two meetings in the fiscal year 2019 in which it dealt in detail with the main elements of the IT strategy.,"Der Technologieausschuss hielt im Geschäftsjahr 2019 zwei Sitzungen ab, in denen er sich eingehend mit den wesentlichen Elementen der IT-Strategie befasste.",0.9446969032287598
In the first meeting the committee got an overview of the IT strategy.,In der ersten Sitzung verschaffte sich der Ausschuss einen Über- blick über die IT-Strategie.,0.9527533054351807
"Therefore, the realignment of the IT platform based on harmonization and standardization of processes and products as part of the transformation project Allianz Customer Model (ACM) was presented on the one hand.",Hierzu wurde zum einen die Neuausrichtung der IT-Plattform auf der Basis der Harmo- nisierung und Standardisierung von Prozessen und Produkten im Rahmen des Transformationsprojektes Allianz Customer Model (ACM) vorgestellt.,0.8793675899505615
On the other hand the committee was informed about key central IT-projects and the ambitions for the year 2019.,Zum anderen ließ sich der Ausschuss über wesentliche zentrale IT-Projekte und die Ambitionen für das Jahr 2019 informieren.,0.9534042477607727
"In the second meeting the technology committee dealt intensively with strategic IT transformation topics, such as the business master platform for the Allianz Customer Model (ACM) including a decommissioning strategy for old systems and the Allianz Direct platform.",In der zweiten Sitzung setzte sich der Technologieausschuss intensiv mit den strategischen IT-Transformationsthemen wie der Business Master Plattform für das Allianz Custo- mer Model (ACM) inklusive einer Dekommissionierungsstrategie für Alt-Systeme und der Direkt-Plattform „Allianz Direct“ auseinander.,0.9169600009918213
"Apart from these new strategic initiatives like the strategic data use in Allianz Group, opportunities presented by the use of artificial intelligence as well as the cloud strategy for Allianz Group were discussed.","Darüber hinaus wurden neue strategische Initiativen wie zum Beispiel die Möglichkeiten zur strategischen Datennutzung im Allianz Konzern, die Chancen durch die Verwendung künstlicher Intelligenz sowie die Cloud-Strategie für den Allianz Konzern diskutiert.",0.923298716545105
"At one meeting in the fiscal year 2019, the Nomination Committee dealt in detail with the objectives for the composition of the Supervisory Board and prepared a revision of the objectives to bring them into line with the requirements of the new German Corporate Governance Code.",Der Nominierungsausschuss hat sich in einer Sitzung im Geschäftsjahr 2019 eingehend mit den Zielen für die Zusammensetzung des Aufsichtsrats befasst und eine Überarbeitung der Ziele zur Anpassung an Vorgaben des neuen Deutschen Corporate Governance Kodex vorbereitet.,0.8817617297172546
"In addition, the preparation process for the Supervisory Board elections at the Annual General Meeting 2022 was discussed and next steps were defined.",Des Weiteren wurde über den Prozess zur Vorberei- tung für die Aufsichtsratswahlen in der Hauptversammlung 2022 beraten und es wurden die nächsten Schritte definiert.,0.8895599842071533
"The Supervisory Board appointed PricewaterhouseCoopers GmbH Wirtschaftsprüfungsgesellschaft (PwC) as statutory auditor for the annual Allianz SE and consolidated financial statements, as well as for the review of the half-yearly financial report of the financial year 2019.",Zum Abschlussprüfer für den Jahres- und den Konzernabschluss sowie für die prüferische Durchsicht des Halbjahresfinanzberichts des Geschäftsjahres 2019 hat der Aufsichtsrat die Price- waterhouseCoopers GmbH Wirtschaftsprüfungsgesellschaft (PwC) bestellt.,0.8761873245239258
"ASSURANCE ENGAGEMENT OF THE COMBINED SEPARATE NON-FINANCIAL REPORT In the financial year 2019, the company was required to issue a separate non-financial report.",PRÜFUNG DES ZUSAMMENGEFASSTEN GESONDERTEN NICHTFINANZIELLEN BERICHTS Für das Geschäftsjahr 2019 hat die Gesellschaft einen gesonderten nichtfinanziellen Bericht zu erstatten.,0.8613165020942688
"Membership in Group bodies Allianz China Insurance Holding Company Ltd. (Chairman) since 28 November 2019 Allianz France S.A. Allianz Sigorta A.S. Allianz Yasam ve Emeklilik A.S. Operations, Allianz Services Membership in other statutory supervisory boards and SE administrative boards in Germany Volkswagen Autoversicherung AG Membership in Group bodies Allianz Technology SE (Chairman) Membership in comparable1 supervisory bodies Membership in Group bodies Allianz Partners S.A.S.","November 2019 Allianz France S.A. Allianz Sigorta A.S. Allianz Yasam ve Emeklilik A.S. Operations, Allianz Services Mitgliedschaft in gesetzlich zu bildenden inländischen Aufsichtsräten und SE-Verwaltungsräten Volkswagen Autoversicherung AG Konzernmandate Allianz Technology SE (Vorsitzender) Mitgliedschaft in vergleichbaren1 Kontrollgremien Konzernmandate Allianz Partners S.A.S.",0.8689318299293518
"Allianz Seguros S.A., Brazil (Chairman) Companhia de Seguros Allianz Portugal S.A. 1_Generally, we regard memberships in other supervisory bodies as “comparable” if the company is listed on a stock exchange or has more than 500 employees.","Allianz Seguros S.A., Brasilien (Vorsitzender) Companhia de Seguros Allianz Portugal S.A. 1_Mandate in anderen Kontrollgremien sehen wir in der Regel dann als vergleichbar an, wenn das Unternehmen börsennotiert ist oder mehr als 500 Mitarbeiter hat.",0.851915717124939
"Investment Management Membership in other statutory supervisory boards and SE administrative boards in Germany Membership in Group bodies Allianz Investment Management SE (Chairman) Allianz Lebensversicherungs-AG Allianz Private Krankenversicherungs-AG Allianz Versicherungs-AG Insurance German Speaking Countries and Central & Eastern Europe Membership in other statutory supervisory boards and SE administrative boards in Germany Gemeinnützige ProCurand GmbH (Chairman) Membership in Group bodies Allianz Deutschland AG (Chairman) Allianz Investment Management SE Membership in comparable1 supervisory bodies Membership in Group bodies Allianz Elementar Lebensversicherungs-AG (Chairman) Allianz Elementar Versicherungs-AG (Chairman) Allianz Investmentbank AG Allianz Suisse Lebensversicherungs-Gesellschaft AG Allianz Suisse Versicherungs-Gesellschaft AG since 1 January 2020 Human Resources, Legal, Compliance, Mergers & Acquisitions Membership in other statutory supervisory boards and SE administrative boards in Germany Membership in Group bodies Allianz Global Investors GmbH Annual Report 2019 − Allianz Group Annual Report 2019 − Allianz Group Good corporate governance is essential for sustainable business per- formance.",Investment Management Mitgliedschaft in gesetzlich zu bildenden inländischen Aufsichtsräten und SE-Verwaltungsräten Konzernmandate Allianz Investment Management SE (Vorsitzender) Allianz Lebensversicherungs-AG Allianz Private Krankenversicherungs-AG Allianz Versicherungs-AG Insurance German Speaking Countries and Central & Eastern Europe Mitgliedschaft in gesetzlich zu bildenden inländischen Aufsichtsräten und SE-Verwaltungsräten Gemeinnützige ProCurand GmbH (Vorsitzender) Konzernmandate Allianz Deutschland AG (Vorsitzender) Allianz Investment Management SE Mitgliedschaft in vergleichbaren1 Kontrollgremien Konzernmandate Allianz Elementar Lebensversicherungs-AG (Vorsitzender) Allianz Elementar Versicherungs-AG (Vorsitzender) Allianz Investmentbank AG Allianz Suisse Lebensversicherungs-Gesellschaft AG Allianz Suisse Versicherungs-Gesellschaft AG seit 1.,0.9313000440597534
"Preparation of the capital and liquidity planning for the Group and Allianz SE, implementing and overseeing the principles of group-wide capital and liquidity planning, as well as investment strategy and preparing risk strategy.","Überwachung der Grundsätze der konzernweiten Kapital- und Liquiditätsplanung sowie der Invest- mentstrategie, und die Vorbereitung der Risiko- strategie.",0.8775391578674316
"This includes, in particular, significant individual investments and guidelines for currency management, Group financing and internal Group capital management, as well as establishing and overseeing a group-wide risk management and monitoring system including dynamic stress tests.","Dazu zählen insbesondere wesentliche Einzelinvestitionen und Richtlinien für das Wäh- rungsmanagement, die Konzernfinanzierung und das konzerninterne Kapitalmanagement sowie die Einrichtung und Überwachung eines konzern- weiten Risikomanagement- und Risikoüberwa- chungssystems einschließlich dynamischer Stresstests.",0.8757864236831665
"As a European Company, Allianz SE is subject to special European SE regulations and the German SE Implementation Act (“SE-Ausfüh- rungsgesetz”) in addition to the German SE Employee Involvement Act (“SE-Beteiligungsgesetz”).",Unternehmensverfassung der Europäischen Aktiengesellschaft (SE) Als Europäische Aktiengesellschaft unterliegt die Allianz SE zusätzlich zum deutschen Aktienrecht den speziellen europäischen SE-Regelun- gen und dem deutschen SE-Ausführungsgesetz sowie dem SE-Beteili- gungsgesetz.,0.8667213320732117
"In addition to Board committees, there are also Group committees.",Neben den Vorstandsausschüssen bestehen Konzernausschüsse.,0.8549023866653442
The Allianz Group runs its operating entities and business segments via an integrated management and control process.,Die operativen Einheiten und Geschäftsbereiche des Allianz Konzerns werden über einen integrierten Management- und Kontrollprozess ge- steuert.,0.9356100559234619
"First, the Holding and the operating entities define the business strategies and goals.",Holding und operative Einheiten definieren zunächst die ge- schäftsspezifischen Strategien und Ziele.,0.8742424845695496
Details on the Board of Management’s reporting to the Supervisory Board are laid down in the information rules issued by the Supervisory Board.,Einzelheiten der Berichterstat- tung werden in der vom Aufsichtsrat erlassenen Informationsordnung geregelt.,0.9114289283752441
Principles and function of the Supervisory Board The German Co-Determination Act (“Mitbestimmungsgesetz”) does not apply to Allianz SE because it has the legal form of a European Company (SE).,Grundlagen und Arbeitsweise des Aufsichtsrats Aufgrund der Rechtsform als Europäische Aktiengesellschaft gilt das deutsche Mitbestimmungsgesetz für die Allianz SE nicht.,0.8598746061325073
Annual Report 2019 − Allianz Group The Supervisory Board regularly reviews the efficiency of its acti- vities.,Geschäftsbericht 2019 − Allianz Konzern Der Aufsichtsrat überprüft regelmäßig die Effizienz seiner Tätig- keit.,0.8832419514656067
These objectives take into account the regulatory requirements for the composition of the Supervisory Board as well as the relevant recommendations of the German Corporate Governance Code (“GCGC”).,Diese Ziele berücksichtigen die gesetzlichen Anforderungen für die Zusammensetzung des Aufsichtsrats sowie die entsprechenden Empfehlungen des Deutschen Corporate Governance Kodex (DCGK).,0.9032794833183289
"The members of the Supervisory Board must have the expertise and experience necessary for a diligent and autonomous exercise of the Allianz SE Supervisory Board mandate, in particular for exercising control of and giving advice to the Board of Management as well as for the active support of the development of the company.","Die Mitglieder des Aufsichtsrats müssen über Kenntnisse und Erfahrungen verfügen, die zur gewissenhaften und eigenverantwortlichen Erfüllung der Aufgaben als Aufsichtsratsmitglied der Allianz SE, insbesondere der Überwachung und Beratung des Vorstands sowie der aktiven Begleitung der Entwicklung des Unternehmens, erforderlich sind.",0.9023360013961792
"This comprises in particular: – adequate expertise in all business areas; – adequate expertise in the insurance and finance sector or comparable relevant experience and expertise in other sectors; – adequate expertise in the regulatory provisions material for Allianz SE (supervisory law, including Solvency II regulation, corporate and capital markets law, corporate governance); – ability to assess the business risks; – knowledge of accounting and risk management basics.","Darunter fallen insbesondere: – ausreichende Kenntnisse aller Geschäftsbereiche; – angemessene Kenntnisse im Versicherungs- und Finanzsektor oder entsprechend relevante Erfahrungen und Kenntnisse in anderen Branchen; für die Allianz SE wesentlichen gesetzlichen Regelungen – angemessene Kenntnisse der (Aufsichtsrecht, einschließlich Solvency-II-Regelwerk, Gesellschafts- und Kapitalmarktrecht, Corporate Governance); – Fähigkeit, die Risiken der Geschäfte zu beurteilen; – Kenntnisse der Grundzüge der Bilanzierung und des Risikomanagements.",0.8740093111991882
"The GCGC defines a person as independent who, in particular, does not have any business or personal relations with Allianz SE or its executive bodies, a controlling shareholder, or an enterprise associated with the latter, which may cause a substantial and not merely temporary conflict of interest.","Unabhängig ist nach den Regelungen des DCGK insbesondere, wer in keiner geschäftlichen oder persönlichen Beziehung zur Allianz SE oder deren Organen, einem kontrollierenden Aktionär oder einem mit diesem verbundenen Unternehmen steht, die einen wesentlichen und nicht nur vorübergehenden Interessenkonflikt begründen kann.",0.8838412165641785
"To further specify the definition of independence, the Supervisory Board of Allianz SE states the following: – Former members of the Allianz SE Board of Management shall not be deemed independent during the mandatory corporate law cooling-off period.",Zur weiteren Konkretisierung der Unabhängigkeit hält der Aufsichtsrat der Allianz SE folgendes fest: – Ehemalige Mitglieder des Vorstands der Allianz SE gelten während der Laufzeit der aktienrechtlichen Cooling-Off-Periode nicht als unabhängig.,0.8715705871582031
– Members of the Supervisory Board of Allianz SE in office for more than 15 years (since 1.1.2020: 12 years) shall not be deemed independent.,– Mitglieder des Aufsichtsrats der Allianz SE mit einer Zugehörigkeitsdauer von mehr als 15 Jahren (neu seit 1.1.2020: 12 Jahren) gelten nicht als unabhängig.,0.9304302930831909
"Applying such definition, at least eight members of the Supervisory Board shall be independent.",Entsprechend dieser Definition sollen mindestens acht Mitglieder des Aufsichtsrats unabhängig sein.,0.9479175209999084
"In case shareholder representatives and employee representatives are viewed separately, at least four of each should be independent.","Soweit Anteilseignervertreter und Arbeitnehmervertreter getrennt betrachtet werden, sollen jeweils mindestens vier Mitglieder unabhängig sein.",0.8731648921966553
