english,german,similarity
"The committee further looked in detail at the report on Allianz’s own risk and solvency assessment and the changes to the internal Solvency II model, and held discussions with the Board of Management, in particular about transactions with portfolios in the life insurance sector to improve the return on equity and the solvency position.",Weiter befasste sich der Ausschuss mit dem Bericht über die unternehmenseigene Risiko- und Solvabilitätsbeurteilung sowie Änderungen am internen Sol- vency-II-Modell und hat dabei insbesondere Transaktionen mit Bestandsbüchern im Lebensversicherungsbereich zur Verbesserung der Eigenkapitalrendite und der Solvenzposition mit dem Vorstand diskutiert.,0.8911672830581665
"The Risk Committee also focused on the topic of inflation risk and, in this context, Allianz’s exposure in the event of rising inflation rates and the consideration of inflation trends in pricing, as well as on the developments relating to “silent cyber”, i.e., the unintended, implied coverage of cyber risks, especially in the area of commercial insurance.","Zudem hat sich der Risikoausschuss intensiv mit dem Thema Inflationsrisiko und dabei der Exponierung der Allianz im Falle steigender Inflationsraten und der Berücksichtigung der Inflationsentwicklung in der Preisgestaltung sowie mit der Entwicklung zum Thema Silent Cyber, also der nicht-intendierten implizierten Deckung von Cyber-Risiken, vor allem im Bereich der gewerblichen Versicherung, befasst.",0.865566074848175
The Risk Committee also dealt extensively with the impact of the AllianzGI Structured Alpha matter on the risk situation at Allianz.,Außerdem hat sich auch der Risikoausschuss umfassend mit den Auswirkungen der AllianzGI Structured Alpha-Thematik auf die Risikosituation der Allianz beschäftigt.,0.9190806746482849
"The Technology Committee held two meetings in the financial year 2021, at which it discussed in detail the reorganization of information technology in the Allianz Group, the IT strategy and, in particular, the strategic IT partners in cloud and IT applications, and in the comprehensive IT transformation.","Der Technologieausschuss hielt im Geschäftsjahr 2021 zwei Sitzungen ab, in denen er sich intensiv mit der Neuaufstellung der Informationstechnologie in der Allianz Gruppe, der IT-Strategie und dabei insbesondere mit den strategischen IT-Partnern in den Bereichen der Cloud- und IT-Anwendungen sowie der umfassenden IT- Transformation beschäftigte.",0.9188395738601685
The focus was again on the implementation of the Business Master Platform (BMP) in the context of the Allianz Customer Model (ACM).,Dabei lag erneut der Fokus auf der Umsetzung der Business Master Plattform (BMP) im Rahmen des Allianz Customer Models (ACM).,0.9697834849357605
"Another focus of the committee’s activities was dealing with the ever-growing cyber risks and the resulting increase in IT security requirements, as well as Allianz’s use of disruptive technology innovations, e.g., the Internet of Things and Digital Twins.","Einen weiteren Schwerpunkt der Ausschusstätigkeit bildeten der Umgang mit den stetig zunehmenden Cyberrisiken und den dadurch ausgelösten gestiegenen IT-Sicherheits- anforderungen sowie der Einsatz disruptiver Technologie-Innovationen, wie zum Beispiel das Internet der Dinge (Internet of Things) oder Digitale Zwillinge (Digital Twins), durch die Allianz.",0.888376772403717
"Annual Report 2021 − Allianz Group The Nomination Committee held one meeting in 2021, at which it reviewed the objectives for the composition of the Supervisory Board and proposed changes to the Supervisory Board in order to adapt to new legal requirements and to expand the skills profile.",Geschäftsbericht 2021 − Allianz SE A _ An unsere Aktionärinnen und Aktionäre Der Nominierungsausschuss hat in einer Sitzung im Geschäftsjahr 2021 die Ziele für die Zusammensetzung des Aufsichtsrats überprüft und dem Aufsichtsrat Änderungen zur Anpassung an neue gesetzliche Vorgaben sowie zur Erweiterung des Kompetenzprofils vorgeschlagen.,0.8764231204986572
The committee also reviewed the actual composition of the Supervisory Board.,Weiter hat der Ausschuss die tatsächliche Zusammensetzung des Aufsichtsrats überprüft.,0.8922083973884583
"Furthermore, detailed preparations were made for the Supervisory Board elections at the AGM 2022, taking into account the objectives for the composition.",Ferner wurden eingehend die Aufsichtsratswahlen in der Hauptversammlung 2022 unter Berücksichtigung der Ziele für die Zusammensetzung vorbereitet.,0.8735876083374023
"For each retiring member of the Supervisory Board, outstandingly suitable candidates could be identified, each of whom has already declared their willingness to stand for election to the Supervisory Board at the Annual General Meetings in 2024 and 2025.","Für jedes ausscheidende Mitglied des Aufsichtsrates konnten hervorragend geeignete Kandidatinnen und Kandidaten identifiziert werden, die auch jeweils bereits ihre Bereitschaft erklärt haben, bei den Hauptversammlungen 2024 und 2025 für die Wahl in den Aufsichtsrat zu kandidieren.",0.8796536922454834
"Together with the Board of Management, the Nomination Committee has also agreed concrete measures to prepare the candidates at an early stage for the duties of a member of the Supervisory Board of Allianz SE as well as for the complex business of a globally operating and regulated financial services company.","Außerdem hat der Nominierungsausschuss gemeinsam mit dem Vorstand konkrete Maßnahmen vereinbart, mittels derer die Kandidatinnen und Kandidaten bereits früh- zeitig auf die Aufgaben eines Mitgliedes des Aufsichtsrats der Allianz SE sowie auf das komplexe Geschäft eines global agierenden und regulierten Finanzdienstleistungsunternehmens vorbereitet werden können.",0.9054349660873413
"These measures include, for example, the preparation of candidates in the context of a mandate as a member of the supervisory board of a European subsidiary of Allianz SE or other appropriate measures, as well as the early identification of training measures based on the skill profile of the Supervisory Board.",Zu diesen Maßnahmen zählen zum Beispiel die Vorbereitung der Kandidatinnen und Kandidaten im Rahmen eines Man- dats als Mitglied des Aufsichtsrates einer europäischen Tochtergesellschaft der Allianz SE oder anderen geeigne- ten Maßnahmen sowie die frühzeitige Identifizierung von Schulungsmaßnahmen auf Basis des Kompetenzprofils des Aufsichtsrates.,0.9214904308319092
"In addition, the Nomination Committee addressed the appointment of a further substitute candidate in the event that a Supervisory Board member had to be replaced at short notice.","Zudem wurde im Nominierungsausschuss die Bestimmung einer weiteren Ersatzkandidatin für den Fall behandelt, dass ein Aufsichtsratsmitglied kurzfristig zu ersetzen wäre.",0.8607566356658936
"The Sustainability Committee, which was newly established by the Supervisory Board in February 2021, held two meetings in the 2021 financial year.","Der Nachhaltigkeitsausschuss, der im Februar 2021 durch den Aufsichtsrat neu eingesetzt wurde, hielt im Geschäftsjahr 2021 zwei Sitzungen ab.",0.9241334199905396
"At its constitutive meeting, the committee first dealt with structuring its area of responsibility, which covers the topics of environment, social responsibility and corporate governance, as well as data ethics, the committee’s mode of operation and its interfaces to other committees of the Supervisory Board, in particular the Personnel Committee and the Risk Committee.","In seiner konstituierenden Sitzung befasste sich der Ausschuss zunächst mit der Ausgestaltung des Aufgabenbereiches, der die Themen Umwelt, soziale Verantwortung, Unternehmens- führung, aber auch die Datenethik zum Gegenstand hat, seiner Funktionsweise sowie Schnittstellen zu weiteren Ausschüssen des Aufsichtsrats, insbesondere zum Personal- und zum Risikoausschuss.",0.8708526492118835
"Key topics in the two meetings included sustainability reporting and the assessment of the Allianz Group by external providers of sustainability indices as well as the discussion of measures to improve the assessment, sustainability ambitions for the future and the implications arising from sustainability regulation.","Schwerpunktthemen in den beiden Sitzungen umfassten die Nachhaltigkeitsberichterstattung, die Beurteilung der Allianz Gruppe durch Anbieter externer Nachhaltigkeitsindizes sowie die Erörterung von Maßnahmen zur Verbesserung der Bewer- tung, die Nachhaltigkeitsambitionen für die Zukunft und die Auswirkungen aus der Nachhaltigkeits-Regulierung.",0.8912983536720276
"In addition, the committee dealt in detail with the strategy in the area of social responsibility and prepared the setting of sustainability targets for the Board of Management remuneration as well as the corresponding target achievement assessment for the financial year 2021 by the Personnel Committee and the Supervisory Board.",Zudem befasste sich der Ausschuss eingehend mit der Strategie im Bereich der sozialen Verantwortung und bereitete die Festlegung von Nachhaltigkeitszielen für die Vorstandsvergütung sowie die entsprechende Zieler- reichungsbeurteilung für das Geschäftsjahr 2021 durch den Personalausschuss sowie den Aufsichtsrat vor.,0.9192505478858948
The annual financial statements of Allianz SE were prepared in accordance with German law and accounting standards.,Der Jahresabschluss der Allianz SE wurde nach Maßgabe des deutschen Rechts und Rechnungslegungsstandards erstellt.,0.8527423739433289
PwC performed a review of the half-yearly financial report.,Den Halbjahresfinanzbericht hat PwC einer prüferischen Durchsicht unterzogen.,0.8880983591079712
Structured Alpha matter.,Structured Alpha-Thematik.,0.9266323447227478
The Board of Management and the Supervisory Board of Allianz SE therefore attach great importance to complying with the recommendations of the German Corporate Governance Code (hereinafter referred to as the “Code”).,Vorstand und Aufsichtsrat der Allianz SE legen daher großen Wert auf die Einhaltung der Empfehlungen des Deutschen Corporate Governance Kodex (im Folgenden „Kodex“).,0.8687328696250916
The Corporate Constitution of Allianz SE is laid down in its Statutes.,Die Unternehmensverfassung der Allianz SE ist in deren Satzung niedergelegt.,0.9294203519821167
"Furthermore, Solvency II requires the publication of qualitative and quantitative information including a market value balance sheet.",Ferner verlangt Solvency II die Veröffentlichung von qualitativen und quantitativen Informationen inklusive einer Marktwertbilanz.,0.9387158751487732
"The Board of Management is responsible for setting business objectives and the strategic direction, for coordinating and supervising the operating entities, and for implementing and overseeing an efficient risk management system.","Der Vorstand legt die Unternehmensziele und die strategische Ausrichtung fest, steuert und überwacht die operativen Einheiten und sorgt für die Einrichtung und Überwachung eines effizienten Risiko- managementsystems.",0.8719522953033447
"The latter include the Finance, Risk Management and Controlling Functions, Investments, Operations and IT, Human Resources, Legal, Compliance, Internal Audit, or Mergers & Acquisitions.","Hierzu zählen die Finanz-, Risikomanagement- und Controlling-Funktion, die Invest- ment-Funktion sowie die Bereiche Operations und IT, Personal, Recht, Compliance, Interne Revision oder Mergers & Acquisitions.",0.855261504650116
Board of Management meetings are led by the Chairperson.,Die Vorstandssitzungen werden vom Vorstandsvorsitzenden gelei- tet.,0.8819155097007751
The Board makes decisions by a simple majority of participating members.,Der Gesamtvorstand entscheidet durch Beschluss mit der einfachen Mehrheit der teilneh- menden Mitglieder.,0.8777341246604919
"Board of Management and Group committees In the financial year 2021, the following Board of Management committees were in place: GROUP FINANCE AND RISK COMMITTEE Giulio Terzariol (Chairman), Dr. Klaus-Peter Röhler, Dr. Günther Thallinger, Christopher Townsend.","Im Geschäftsjahr 2021 bestanden folgende Vorstandsausschüsse: GROUP FINANCE AND RISK COMMITTEE Giulio Terzariol (Vorsitz), Dr. Klaus-Peter Röhler, Dr. Günther Thallinger, Christopher Townsend.",0.9494662880897522
"Preparing the capital and liquidity planning for the Group and Allianz SE, implementing and overseeing the principles of group-wide capital and liquidity management as well as risk standards and preparing risk strategy.","Vorbereitung der Kapital- und Liquiditätsplanung des Konzerns und der Allianz SE, Umsetzung und Überwachung der Grundsätze des konzernweiten Kapital- und Liquiditätsmanagements sowie der Risikostandards und die Vorbereitung der Risiko- strategie.",0.942221462726593
"This includes, in particular, significant individual financing transactions and guidelines for derivatives, Group financing and internal Group capital management as well as establishing and overseeing a group-wide risk management and monitoring system including stress tests.","Dazu zählen insbesondere wesentliche Finanztransaktionen und Richtlinien für das Derivategeschäft, die Konzernfinanzierung und das konzerninterne Kapitalmanagement sowie die Einrichtung und Überwachung eines konzern- weiten Risikomanagement- und Risikoüberwa- chungssystems einschließlich Stresstests.",0.880632221698761
"Dr. Barbara Karuth-Zelle (Chairwoman), Dr. Klaus-Peter Röhler, Ivan de la Sota, Giulio Terzariol, Dr. Günther Thallinger, Christopher Townsend.","GROUP IT COMMITTEE Dr. Barbara Karuth-Zelle (Vorsitz), Dr. Klaus-Peter Röhler, Ivan de la Sota, Giulio Terzariol, Dr. Günther Thallinger, Christopher Townsend.",0.8745946884155273
"Developing and proposing a group-wide IT strategy, monitoring its implementation and, approving local and group-wide IT investments as well as reviewing and overseeing individual IT projects.","Entwicklung und Vorschlag einer konzernweiten IT-Strategie, Überwachung von deren Implemen- tierung und Entscheidung über lokale und gruppenweite IT-Investitionen sowie Prüfung und Überwachung einzelner IT-Vorhaben.",0.8612280488014221
"GROUP MERGERS AND ACQUISITIONS COMMITTEE Renate Wagner (Chairwoman), Oliver Bäte, Sergio Balbinot, Giulio Terzariol.","GROUP MERGERS AND ACQUISITIONS COMMITTEE Renate Wagner (Vorsitz), Oliver Bäte, Sergio Balbinot, Giulio Terzariol.",0.9871342778205872
