english,german,similarity
We also studied in detail the current changes in stock corporation law brought about by the German Accounting Law Modernisation Act (BilMoG) and the Ger- man Corporate Governance Code and adopted correspond- ing amendments to the Supervisory Board’s rules of proce- dure.,Weiter setzten wir uns im Einzelnen mit den aktuellen Änderungen des Aktienrechts durch das Bilanzrechtsmodernisierungs- gesetz (BilMoG) und des Deutschen Corporate Governance Kodex auseinander und beschlossen entsprechende An- passungen in der Geschäftsordnung des Aufsichtsrats.,0.8610889911651611
The Super- visory Board welcomed the decision by the Board of Man- agement to give employees of the Allianz Group in 19 coun- tries the opportunity to buy Allianz shares under favorable conditions.,"Der Beschluss des Vor- stands, Mitarbeitern der Allianz Gruppe in 19 Ländern Allianz Aktien zu vergünstigten Bedingungen zum Kauf anzubieten, wurde vom Aufsichtsrat begrüßt.",0.8540054559707642
We then used the meeting for our regular review of the efficiency of the Supervisory Board.,Im Anschluss nutzten wir die Sitzung für die regelmäßige Effizienzprüfung des Aufsichtsrats.,0.8842833042144775
"Having been prepared by the Standing Committee, we discussed existing opportunities for improvement and then established appropriate measures for the future.",An- hand der Vorbereitung durch den Ständigen Ausschuss diskutierten wir bestehende Verbesserungsmöglichkeiten und hielten entsprechende Maßnahmen für die Zukunft fest.,0.9183488488197327
"Allianz SE is in compliance with all recommendations of the June 18, 2009 version of the Government Commission German Corporate Governance Code.",Juni 2009 befolgt die Allianz SE sämtliche Empfehlungen der Regierungskommission Deutscher Corporate Governance Kodex.,0.8730603456497192
The Personnel Committee met four times.,Der Personalausschuss tagte viermal.,0.8639974594116211
The committee also concerned itself with the achievement of targets by members of the Board of Management during the 2009 fiscal year.,Weiter befasste sich der Ausschuss mit der Zielerreichung der Vorstandsmitglieder für das Geschäftsjahr 2009.,0.8539329767227173
The Board of Management in- formed the committee about the deregistration of Allianz shares on the New York Stock Exchange and its effects in particular on accounting and internal controls.,Der Vorstand informierte den Ausschuss über die Deregistrierung der Allianz Aktie an der New York Stock Exchange sowie deren Auswirkungen insbesondere auf die Rechnungslegung und die internen Kontrollen.,0.9236519932746887
"In the meeting in November 2009, Group Audit presented the audit plan for the year 2010.",In der Sitzung im November 2009 ließ der Ausschuss sich den Prüfungsplan von Group Audit für das Jahr 2010 vorstellen.,0.9190077781677246
The Risk Committee held two meetings in 2009.,Der Risikoausschuss hielt im Jahr 2009 zwei Sitzungen ab.,0.9541994333267212
We also dealt with the regulatory mini- mum requirements of the German Federal Financial Supervisory Authority (Bundesanstalt für Finanzdienstleis- tungsaufsicht – BaFin) on the risk management of insurance companies (MaRisk VA) and discussed their implementation within the Allianz Group.,Darüber hinaus setzten wir uns mit den auf- sichtsrechtlichen Mindestanforderungen der Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin) an das Risikoma- nagement von Versicherungsunternehmen (MaRisk VA) auseinander und behandelten deren Umsetzung in der Allianz Gruppe.,0.8628004193305969
"In August 2009, the committee agreed on the selection criteria for shareholder representatives on the Supervisory Board and discussed possible candidates for a successor to Dr. Humer.",Im August 2009 verständigte sich der Ausschuss auf die Auswahlkriterien für Anteilseignervertreter im Auf- sichtsrat und besprach mögliche Kandidaten für eine Nach- folge von Herrn Dr. Humer.,0.9016895294189453
The committee nominated Mr. Peter Sutherland to the plenary Supervisory Board as his successor.,Der Ausschuss schlug dem Auf- sichtsratsplenum Herrn Peter Sutherland als Nachfolger vor.,0.8726085424423218
"The Supervisory Board has appointed KPMG AG Wirtschafts- prüfungsgesellschaft, Munich, as statutory auditor for the annual accounts and the consolidated financial statements as well as for the review of the half year financial report.","Zum Abschlussprüfer für den Jahres- und Konzern- abschluss sowie für die prüferische Durchsicht des Halb- jahresfinanzberichts hat der Aufsichtsrat die KPMG AG Wirtschaftsprüfungsgesellschaft, München, bestellt.",0.8566388487815857
The half year financial report and the other quarterly financial statements were also reviewed by KPMG.,Ebenfalls wurden der Halbjahres- finanzbericht und die übrigen Quartalsabschlüsse durch die KPMG einer prüferischen Durchsicht unterzogen.,0.8796504735946655
"There was also a Supervisory Board meeting held on this day, in which the dividend proposal of the Board of Management was discussed.","Außerdem fand an diesem Tag eine Aufsichtsrats- sitzung statt, in der wir eine Aussprache zum Dividenden- vorschlag des Vorstands durchführten.",0.8602966666221619
We are grateful to Dr. Humer for his valuable contributions to the work of the Supervisory Board.,Wir haben Herrn Dr. Humer für seine wertvolle Arbeit im Aufsichtsrat gedankt.,0.8777713775634766
"By resolution of December 28, 2009, the local court (Amtsgericht) of Munich named Mr. Peter Sutherland, through to the end of 2009 Chairman of BP p.l.c., London, as Dr. Humer’s successor on the Supervisory Board until the next General Meeting.","Dezember 2009 hat das Amtsgericht München Herrn Peter Sutherland, bis zum Jahresende 2009 Chairman der BP p.l.c., London, als Nachfolger von Herrn Dr. Humer bis zur nächsten Hauptversammlung in den Aufsichtsrat bestellt.",0.8722842335700989
"Dr. Helmut Perlet stepped down from the Board of Manage- ment of Allianz SE on August 31, 2009 and has retired.",August 2009 ist Herr Dr. Helmut Perlet aus dem Vorstand der Allianz SE ausgeschieden und in den Ruhe- stand getreten.,0.8561421036720276
The Supervisory Board expressed its gratitude to Dr. Perlet for his work.,Der Aufsichtsrat hat Herrn Dr. Perlet für die geleistete Arbeit gedankt.,0.9334714412689209
"In his more than 36 years of involvement with the Allianz Group, Dr. Perlet has played a major role in shaping today’s Allianz.","Während der über 36 Jahre, in denen Herr Dr. Perlet für die Allianz Gruppe tätig gewesen sei, habe er die Geschicke der Allianz wesentlich mitge- prägt.",0.8656631112098694
The Supervisory Board expressed its gratitude to Mr. Thierry for his achievements with the Allianz Group.,Der Aufsichtsrat hat Herrn Thierry für seine erfolgreiche Tätigkeit für die Allianz Gruppe gedankt.,0.892909049987793
"Effective September 10, 2009, the Supervisory Board has appointed Dr. Christof Mascher to the Board of Management of Allianz SE.",September 2009 hat der Aufsichtsrat Herrn Dr. Christof Mascher in den Vorstand der Allianz SE bestellt.,0.8898008465766907
"Dr. Mascher, also a member of the Board of Management of Allianz Deutschland AG, is the Board mem- ber responsible for the Operations Division as well as for Assistance and Travel Insurance.","Herr Dr. Mascher, zugleich Mitglied des Vorstands der Allianz Deutschland AG, ist im Vorstand für das Ressort Operations sowie für Assistance und Reiseversicherung zuständig.",0.9366510510444641
"In addition, the Supervisory Board appointed Mr. Jay Ralph to the Board of Management Supervisory Board Report Allianz Group Annual Report 2009 of Allianz SE, effective January 1, 2010.",Januar 2010 bestellte der Aufsichtsrat Bericht des Aufsichtsrats Geschäftsbericht Allianz Gruppe 2009 weiter Herrn Jay Ralph in den Vorstand der Allianz SE.,0.8548401594161987
"Mr. Ralph is also Chairman of the U.S. Group companies Allianz of America, Allianz Life Insurance Company of North America and Fire- man’s Fund Insurance Company.","Herr Ralph ist zudem Chairman der US-amerikanischen Gruppen- gesellschaften Allianz of America, Allianz Life Insurance Company of North America und Fireman‘s Fund Insurance Company.",0.9850283265113831
Both men have worked for the Allianz Group for many years.,Beide Herren sind bereits langjährig in der Allianz Gruppe beschäftigt.,0.8765171766281128
"The credit insurance business has been handed over to Mr. Clement B. Booth, in addition to his current re- sponsibilities.",Das Kreditversicherungsgeschäft wurde Herrn Clement B. Booth zusätzlich zu seinen bestehenden Verant- wortlichkeiten übertragen.,0.9044489860534668
Dr. Gerhard Rupprecht will retire at the end of the year 2010.,Herr Dr. Gerhard Rupprecht wird zum Jahresende 2010 in den Ruhestand gehen.,0.8778066635131836
"It currently comprises 10 members from different countries, making it as international as Allianz itself.","Er umfasst zurzeit zehn Mitglieder aus unterschiedlichen Ländern, ist also international wie die Allianz selbst.",0.9395684599876404
"Its responsibilities include setting business objectives and strategic direction, coordinating and supervising the operating entities, as well as implementing and supervising an effective risk management system.","Zu seinen Aufgaben zählen die Festlegung der Unternehmens ziele und der strategischen Ausrichtung, die Steuerung und Über wachung der operativen Einheiten sowie die Einrichtung und Überwachung eines effizienten Risikomanagementsystems.",0.8550450801849365
"Notwithstanding the overall responsibility of all members of the Board of Man agement, the individual members of the Board head the departments they have been assigned independently and on their own responsibility.",Unbeschadet der Gesamtverantwortung aller Vorstandsmitglieder führen die einzelnen Mitglieder des Vorstands die ihnen zugewie senen Ressorts selbständig und in eigener Verantwortung.,0.8746090531349182
"Corporate constitution of the European Company As a European Company, Allianz SE is, in addition to German stock corporation law, also subject to special European SE regulations and the German law implementing the Euro pean Company.",Als Europäische Aktiengesellschaft unterliegt die Allianz SE zusätzlich zu dem deutschen Aktienrecht den speziellen europäischen SERegelungen und dem deutschen SEAus führungsgesetz.,0.8757234215736389
"However, the chairman of the Board of Management cannot impose any decision against the majority vote on the Board of Man agement.",Umgekehrt kann der Vorstandsvorsitzende jedoch keine Entscheidung gegen das Mehrheitsvotum im Vorstand durchsetzen.,0.8714257478713989
"Statement on Corporate Management, Corporate Governance Report and Remuneration Report Allianz Group Annual Report 2009 The Board of Management’s committees, the Group Finance Committee, the Group Risk Committee and the Group Capi tal Committee, are made up of Board members.","Erklärung zur Unternehmensführung, Corporate-Governance-Bericht und Vergütungsbericht Geschäftsbericht Allianz Gruppe 2009 Der Vorstand hat aus seiner Mitte das Group Finance Com mittee, das Group Risk Committee und das Group Capital Committee als Vorstandsausschüsse gebildet.",0.8509461879730225
The task of the Group Finance Committee is the preparation and moni toring of the principles of the Groupwide investment policy as well as Group financing and intraGroup capital man agement.,Aufgabe des Group Finance Committee ist die Erstellung und Über wachung von Grundsätzen der konzernweiten Investment politik sowie die Konzernfinanzierung und das konzernin terne Kapitalmanagement.,0.8525972962379456
"The Group Risk Committee is responsible for establishing and overseeing a Groupwide risk manage ment and risk monitoring system, including dynamic stress tests.",Das Group Risk Committee ist für die Einrichtung und Überwachung eines konzernweiten Risikomanagement und Risikoüberwachungssystems einschließlich dynamischer StressTests verantwortlich.,0.9621903300285339
The Group Capital Committee submits proposals to the Board of Management concerning risk strategy and the strategic asset allocation and risk allocation within the Group.,Das Group Capital Committee unterbreitet dem Vorstand Vorschläge betreffend die Risikostrategie und die strategi sche Vermögenszuweisung und Risikokapitalzuweisung im Konzern.,0.917646050453186
"Together with Boards of other Group companies, the Board has also formed the Compensation Committee and the International Executive Committee as permanent Group commissions.",Der Vorstand hat ferner gemeinsam mit Vor ständen anderer Konzerngesellschaften das Compensation Committee und das International Executive Committee als ständige Konzernkommissionen gebildet.,0.9333423972129822
"The Group commissions have the task of preparing decisions reserved for the entire Board of Man agement of Allianz SE, submitting proposals for resolutions and ensuring the exchange of information within the Group.","Die Konzern kommissionen haben die Aufgabe, dem Gesamtvorstand der Allianz SE vorbehaltene Entscheidungen vorzubereiten, Beschlussvorschläge zu unterbreiten und den Informati onsaustausch im Konzern sicherzustellen.",0.8591246604919434
Principles and functions of the Supervisory Board The German CoDetermination Act (Mitbestimmungs gesetz) no longer applies to Allianz SE because it has the legal form of a European Company (SE).,Grundlagen und Arbeitsweise des Aufsichtsrats Aufgrund der Rechtsform als Europäische Aktiengesell schaft (SE) gilt das deutsche Mitbestimmungsgesetz für die Allianz SE nicht.,0.8540806174278259
The last election of the Supervisory Board took place in 2007 for a term until the end of the ordinary General Meeting in 2012.,Die letzte Wahl des Aufsichtsrats erfolgte 2007 für eine Amtszeit bis zum Ablauf der ordentlichen Hauptversammlung 2012.,0.9242823123931885
The Supervisory Board’s activities in the 2009 business year are described in the Supervisory Board Report.,Die Tätigkeit des Aufsichtsrats im Geschäftsjahr 2009 wird im Bericht des Aufsichtsrats erläutert.,0.9012386798858643
The committees also hold regular meetings.,Die Ausschüsse halten ebenfalls regelmäßig Sitzungen ab.,0.9422991275787354
The Supervisory Board takes all decisions based on a simple majority.,Der Aufsichtsrat trifft alle Entscheidungen mit einfacher Mehrheit.,0.8826395869255066
The chairman of the Supervisory Board of Allianz SE may only be a shareholder representative.,Aufsichtsratsvorsitzender der Allianz SE kann nur ein An teilseignervertreter sein.,0.8840808868408203
The Supervisory Board regularly reviews the efficiency of its activities.,Der Aufsichtsrat überprüft regelmäßig die Effizienz seiner Tätigkeit.,0.8796699643135071
A part of the Supervisory Board’s activities is delegated to the committees of the Supervisory Board.,Ein Teil der Aufsichtsratstätigkeit wird durch Ausschüsse des Aufsichtsrats wahrgenommen.,0.9328188896179199
The Audit Committee has five members.,Der Prüfungsausschuss hat fünf Mitglieder.,0.9445993900299072
The chairman of the committee is also elected by the Supervisory Board.,Der Vorsitzende des Ausschusses wird ebenfalls vom Aufsichtsrat gewählt.,0.9415994882583618
The committee is involved in the long term succession planning for the Board of Management.,In die langfristige Nachfolgeplanung für den Vorstand ist der Ausschuss eingebunden.,0.8928300738334656
The chair man of the committee is also elected by the Supervisory Board.,Der Vorsitzende des Ausschusses wird ebenfalls vom Aufsichtsrat gewählt.,0.8780325651168823
The Risk Committee monitors the overall risk situa tion and the specific risk developments in the Allianz Group.,Der Risikoausschuss überwacht die allgemeine Risikosituation sowie besondere Risikoentwicklungen in der Allianz Gruppe.,0.9155042171478271
Shareholders exercise their rights in General Meetings.,In der Hauptversammlung üben die Aktionäre ihre Rechte aus.,0.8697525858879089
Allianz con stantly promotes the use of email and Internet services.,Die Nutzung von EMail und Internetservices wird von der Allianz nachhaltig gefördert.,0.885685920715332
Members of the Supervisory Board are elected in General Meetings.,Die Hauptversammlung wählt die Mitglieder des Aufsichts rats.,0.9295619130134583
"Unless at least half of the share capital is represented in adopting a resolution on a change to the Statutes, such resolutions require a majority of at least two thirds of the votes cast, in accordance with Euro pean regulations and the Statutes.","Sofern bei der Beschlussfassung über eine Satzungsänderung nicht mindestens die Hälfte des Grund kapitals vertreten ist, bedarf es nach europarechtlichen Vorgaben und der Satzung einer Beschlussmehrheit von mindestens zwei Drittel der abgegebenen Stimmen.",0.8588598370552063
"Statement on Corporate Management – Allianz Compliance and Anti-Money Laundering Program The sustained success of the Allianz Group is based on trust, respect and the responsible, integrityenriched behaviour of all Group employees.","Unternehmensführungspraktiken – Compliance und Anti-Geldwäsche-Programm der Allianz Der nachhaltige Erfolg der Allianz Gruppe beruht auf Ver trauen, Respekt sowie verantwortungsbewusstem und von Integrität geprägtem Verhalten aller Mitarbeiter des Konzerns.",0.912516713142395
"In 2008, the Ethisphere Institute named Allianz one of the world’s most ethical companies.",Im Jahr 2008 wurde die Allianz vom Ethisphere Institute zu einem der ethischsten Unternehmen weltweit erklärt.,0.8553263545036316
"With its compliance and antimoney laundering program, Allianz supports and follows internationally and nationally recognised guidelines and standards for rulescompliant and valuebased corporate leadership.",Mit ihrem Compliance und AntiGeldwäscheProgramm unterstützt und befolgt die Allianz international und natio nal anerkannte Vorgaben und Standards für eine regel gerechte und werteorientierte Unternehmensführung.,0.8643051385879517
"These include, among others, the German Corporate Governance Code, the UN Global Compact Program, OECD Guidelines for Multinational Enterprises and the recommendations of the Financial Action Task Force on Money Laundering (FATF).","Dazu gehören, unter anderem, der Deutsche Corporate Gover nance Kodex, das UN Global Compact Programm, die OECD Leitsätze für multinationale Unternehmen sowie die Emp fehlungen der Financial Action Task Force on Money Laundering (FATF).",0.8729202747344971
"By recognizing and supporting these international and national principles, Allianz manages the risk of violating legal and regulatory provisions and requirements (com pliance risk).",Mit der Anerkennung und Unterstützung dieser internationalen und nationalen Grundsätze steuert die Allianz das Risiko von Verstößen gegen gesetzliche und regulatorische Vorschriften und Anforderungen (Compliance Risiko).,0.9397081732749939
The financial statements of Allianz SE and the Allianz Group’s consoli dated financial statements and management reports are published within 90 days after the end of each financial year.,Der Jahresabschluss der Allianz SE und der Konzernabschluss der Allianz Gruppe sowie die Lageberichte werden innerhalb von 90 Tagen nach Ende des jeweiligen Geschäftsjahrs veröffentlicht.,0.8805695176124573
"In addition, half year financial report and the quarterly financial reports of the Allianz Group provide information to shareholders and third parties.",Darüber hinaus werden Aktionäre und Dritte durch den Halbjahres finanzbericht und die Quartalsfinanzberichte der Allianz Gruppe informiert.,0.9352041482925415
The half year financial report and the quarterly financial reports are subject to a review by the auditor.,Der Halbjahresfinanzbericht und die Quartalsfinanzberichte werden einer prüferischen Durch sicht durch den Abschlussprüfer unterzogen.,0.874212384223938
"Information is also made available at the General Meeting, in press conferences and analysts’ con ferences, as well as on the website of the Allianz Group.","Informationen werden auch in der Hauptversammlung, in Presse und Analystenkonferenzen sowie auf der Internetseite der Allianz Gruppe gegeben.",0.9437552690505981
They provide employees with practical guidelines for mak ing their own decisions and avoiding potential conflicts of interest.,"Sie geben den Mitarbeitern praktikable Vorgaben, um eigene Entscheidungen treffen zu können und potenzielle Interessenkonflikte zu vermeiden.",0.8825002312660217
The Code of Conduct also forms the basis for guidelines and controls to ensure fair dealings with Allianz customers (Sales Compliance).,"Der Code of Conduct bildet darüber hinaus die Grundlage für Richtlinien und Kontrollen, die einen fairen Umgang mit den Kunden der Allianz sicherstellen (Sales Compliance).",0.9232515096664429
"For this reason, a global AntiCorruption Program was established in the summer of 2009, which guarantees the continuous monitoring and improvement of internal anti corruption controls.","Daher ist im Sommer 2009 ein weltweites AntiKorruptionsProgramm eingerichtet worden, welches die fortlaufende Überwachung und Verbesserung der internen AntiKorruptionsKontrollen gewährleistet.",0.9289792776107788
A major component of the compliance program of Allianz is a whistleblower system that allows employees to alert the relevant compliance department confidentially about irregularities.,"Ein wesentlicher Bestandteil des ComplianceProgramms der Allianz ist ein Hinweisgebersystem, über das Mitarbeiter die zuständige ComplianceAbteilung vertraulich auf Unre gelmäßigkeiten hinweisen können.",0.9022101759910583
"To transmit the principles of the Code of Conduct and other compliance guidelines and controls effectively, Allianz has developed interactive training programs around the world.","Um die Grundsätze des Code of Conduct und der sonstigen internen ComplianceRichtlinien und Kontrollen effektiv und nachhaltig zu vermitteln, führt die Allianz weltweit interaktive Trainingsprogramme durch.",0.8932839632034302
"Group Compliance is responsible, in close cooperation with local compliance departments, for ensuring the effective implementation and monitoring of compliance and anti money laundering programs within Allianz.",Für die wirksame Umsetzung und Überwachung des Com pliance und AntiGeldwäscheProgramms in der Allianz ist Group Compliance in enger Zusammenarbeit mit den zu ständigen lokalen ComplianceAbteilungen zuständig.,0.8942664265632629
Further Developments in Corporate Governance The Government Commission on the German Corporate Governance Code made several amendments to the Code in June 2009.,Weitere Entwicklung der Corporate-Governance- Regeln Die Regierungskommission Deutscher Corporate Gover nance Kodex hat im Juni 2009 verschiedene Änderungen des Kodex beschlossen.,0.9133826494216919
"In this connection, the new provision in § 7 a Insurance Regulatory Act (VAG) stipulates that Supervisory Board members must be reliable and must possess the professional expertise required to carry out their control function as well as to assess and monitor the operations of the insurance company.","Die neue Regelung in § 7 a VAG sieht in diesem Zusammenhang vor, dass die Aufsichtsratsmitglieder zuverlässig sein müssen und die zur Wahrnehmung der Kontrollfunktion sowie zur Beurteilung und Überwachung der Geschäfte des Versiche rungsunternehmens erforderliche fachliche Eignung besitzen müssen.",0.8569303750991821
"Overall, the changes to the law and to the Code correspond to the general trend towards greater professionalization in the work of the Supervisory Board.",Insgesamt entsprechen die Änderungen des Gesetzes und des Kodex der allgemeinen Entwicklung hin zu einer stärkeren Professionalisierung der Aufsichtsratsarbeit.,0.8886027932167053
"The German Risk Limitation Act (law on limiting risks aris ing from financial investments, Risikobegrenzungsgesetz) of August 2008 also introduces new aspects to Corporate Governance.",Neuerungen im Bereich der Corporate Governance bringt darüber hinaus das im August 2008 verkündete Risiko begrenzungsgesetz (Gesetz zur Begrenzung der mit Finanz investitionen verbundenen Risiken) mit sich.,0.9463527798652649
"The 2009 General Meeting of Allianz SE adopted a rule in its Statutes in this regard, under which nominees who reach a certain threshold in the share register of Allianz SE are required to disclose for whom they hold shares.","Die Hauptversammlung 2009 der Allianz SE hat hierzu eine Satzungsregelung ver abschiedet, die bei Erreichen bestimmter Schwellenwerte im Aktienregister der Allianz SE Nominees zur Offenlegung verpflichtet, für wen sie die Aktien halten.",0.8615372776985168
